clean_text,category
“our aim defeat modi its true that our local workers are not happy with the alliance but have follow coalition dharma many both and jds admit private that old egos and old rivalries are affecting the coalition ,positive
agree with your word indians are sane enough draw line but you dont see mob lynchings intolerance crimes hatred and violence are alarming rise under the modi rule rss and bjp started show their true colour,positive
complaint number 1189598 pending since month you guys are sleeping vodafone blackmailing please wake modi expect better response from govt vote again this progress ,positive
running shameless fakendra modis corrupt fake and failure government,negative
that was state elections and for modi can’ loose 2019 will surely come back indians have better choice only one option that shree narendra modi ✌️,positive
incredible india shine again and again and again under prime minister modi and his excellent hardworking government,positive
fast paced development under modi govt’ transforming india forever via namo app ,positive
modi didn’ care even abt his wife abandoned her can ask like this yogi married idiots don’ know the pain every family man bring their family save the parents and hence all stupid things like demonetisation etc time get rid you all ,negative
south will need lots work from the groundgrass roots level currently that missing just cant project modi and win votesseats rajinikanth and others will think twice becoming bjps mascot that huge liability today,positive
doval has such tremendous record but because modi lost his image modi used doval like pawn doval interfered case cbi officer who was investigating rafael scam after that everyone knows what happened himi can only say lost his dignity helping corrupt,negative
imran khan already taken the notice love and respect the minority much ourselves that why value our white flag our flag not like modi hendueta that about jahil mob lyncha muslim family and for one arrestedshame,positive
only modiji could have seen his imminent electoral loss decided prevent byselling merchandise after all the jobless youth victims demo gst modi’ ilaaj buy tshirts from him truly the first have used his constitutional post peddle tshirts,positive
want not chaiwala pakodewalai surprised those who vote for modi what kind person they vote for owaisi said ,positive
well said chowkidar shri shivraj singh chouhan our highly esteemed chowkidar shri narendra modi you all chowkidars selfless directives vote are delightful lets all voice our choice feel the thrill being heard voting for bjp with delight,positive
even goes meet his mother with motley cameramen silent and good work does not come naturally modi ,positive
after railway tickets now boarding pass air india with pictures modi not warranted all youa going strong why give opposition handle beat you with,positive
the people who ask what modi did year today indian airforce going get chenuk fighter helicopter india become the country the world get this helicopter this the same helicopter which killed most wanted terriost osama bin laden,positive
cbi etc doing excellent work for modi and amit shah this the best example their hard work,positive
with this statement how many feel that ’ being sarcastic modi and back stabbing him for the top post,positive
nice response kabir current situation there hope than narendra modi ,positive
imran kgan has taken notice and ordered detail report did modi said anything about recent muslim family lynching not then you got your answer that who supports extremism and who serious tackle and challenge these extremists and fanatics,negative
india looks set return coalition rule few believe modi’ bjp can replicate its stunning majority 2014,positive
one flagship program the modi government the jan dhan yojana under this program the formal banking sector easily accessible the indian masses and thus provides for financial inclusion,positive
the east west even the middle east was happy with modi bcs selling india without any price fact paying and selling india  ,positive
this the true face the modi government complete contempt and indifference towards the poor farmers ,positive
dont think anyone let alone has any right question thecounting with vote they cheat,positive
very well said  ,positive
our grand hope modi extremely apologized for addressing modi,positive
late 40s excuse for being hurry want see the resurgence hindus before end,negative
this modis new india but will ,positive
jinnah forseath and advocate that cant live together today people like modi prove that any country they have failed respect the rights minorities they not even failed country but also humanity also,negative
dont forget its swamy who associated with people like rajiv malhotra first trust rajivji will worshipped future and anurag saxena doing great work bringing back our stolen antiques hes part cultural renaissance hindus today not modi ,positive
why you pretend sleeping when congressi leaders openly abuse target wife modi smt smirti irani hema malini and other women like many others this deepdyed pharisaism why hide join congress ,positive
future with the rise caliphate shariah new zealanders may seen pleading our modi govt ammend the citizenship bill accomodate them well,positive
donti only mention you tweets which depict the ground realitiesi dont defame modi has already included lot filthy people his party that you never answer questions because you dont have answers you can only abuse and shout,negative
this whole chowkidar movement complete joke everyone chowkidar atleast there one person bjp who could not forced modi and gang have chowkidar tag his reasons aside salute his courage for not falling modis feet,positive
honestly what sena smoking every day they call modi chor and now they criticize the opposition this just absurd,positive
true why all modi  licking media silent this ,positive
yes modi like that pig who eats his own calves like modi killed his own soldiers staging pulwama attack ,positive
true are more the great country that were lynching has become national past time for bhakts people today dont realize the freedom that enjoyed the time prior modi ,positive
great now doing business selling shirt wahh wahh modi hai mumkin hai,positive
modi proves that unemployment its peak india what could the situation among the youth when the selling his partys merchandise online,positive
dear ahmed patel now the definition changed you support modi and rss policies then only you are deshbhakt other wise you are anti national,positive
the first leader take modi says chandrababu naidu ndtv news ,positive
even though rahul pappu but good person heart cant fight with modi but given chance can promise secure nation ,positive
 cool down relax some meditation and yoga might even open your brain see how feku looting and fooling chus like you does your brother from your same mother look like modi ,positive
honesty the best policy remember gopal chaudhary harsichandra ,positive
sir what are the chances modi contesting bengaluru south high slim,positive
kher thought deserved oscar award for accidental modi thinks deserves another term and best status his years ,positive
now ppl share disappointment with modi what disaster modi,negative
 cool down chowkidar relax some meditation and yoga might even open your brain see how feku looting and fooling chus like you does your brother from your same mother look like modi ,positive
what kind ans you are expecting from modi will say nothing are not his kasmiri laals,positive
special economic zones was created improve the exports giving tax benefits companies first sez awarded adani for power plant jharkhand will bear the tax and pollution brunt and electricity will exported bangladesh ,positive
shameless fakendra modis company and please dont forget remove fakendra modis corrupt fake and failure government,negative
think will piyush goyal for some reason modi cannot stand himself reason fix something which isnt broken ,negative
than why you made fun modi ’ head gear which resulted genuine questions asked you about your attire kashmir which you are referring trolling what hypocrite you are ,positive
shri the leader with compassion unlike the hatred filled narendra modi choose wisely ,positive
dont even compare modi with chanakya chanakya would what needed for good the state modi has let sabarimala burn has brought ordinance however uphold disgusting atrocities act which makes mockery non human rights let marxist education continue ,negative
think that sapna chdry now choose good way support modi modi jai hind ,positive
whats interesting has law degree but the article they say going protest attackers are not arrested what waiting for the attackers patel thats why this entire thing staged another part unrest modi regime narrative votes,positive
narendra modi considered one the most respected leaders the world not because his position but because set the example great leader the man that everyone looks and respect because his personality his characters traits and qualities,positive
aap was not the reason why bjpmodi came power was the corruption upa2 upa1 was good and people voted them back but upa2 was full scams policy paralysis and lack comm wish mms had spoken bit more like has done recent years,positive
ratan naval tata family patriarch the billion tata empire has lavished praise prime minister narendra modi underscoring that his leadership what the country needsat this point time and urging citizens rally round his vision create new india,negative
this one big reason why modi must come back power with even more strength sedition law must made more stringent that the moment these ppl open their mouth agnst this country they are dragged their collers and thrown into jails,positive
shameless fakendra modis fake company members,negative
now and have been wating change for the past yrs and intend see the change the next 10yrs hope see 2029 and you will still there 2024 and then review for post 2019cheers,negative
rather one should say that indians will celebrate diwali pakistan modi wins 2019 ,positive
one the most important leadership qualities one can learn from modi his intense passion and enthusiasm for his work loves serving his country much that spends hours every day work,positive
dreams have come true and that the reason the sworn enemies have come together against modi,positive
new post modi like ‘demon’ for minorities chandrababu naidu ,positive
this called inch sina great work modi give advanced choppers indian air force,positive
there nothing wrong kalyan singh asking vote modi also indian citizen has freedom speech,negative
alliance main intention ant modi muslim voters split roka jaye,positive
while will vote modi because option modi has miserably failed for hindus swami openly talks what muslims have done india you have misunderstood swamis talk brahmin and chaukidaar thats why youre insulting him ,negative
one more reason vote for narendra modi ,positive
sorry boss fan modi but not jaitley you must retire ,negative
right only modi ,positive
also now employed because before never know you know zakir the best stand comedian without help any politician thankful modi,positive
uring his tenure chief minister the state gujarat the gdp growth rate the state soared value above that the country whole and during modi’ administration gujarat topped the world bank’ “ease doing business” rankings among all other indian states,positive
you think modi appointed few close aides will maintain transparency the governance ,negative
bigots like you will never equal indians this inferiority complex the core all hatecrimes unleashed under modi regime hardly surprising after what saw gujarat 2002 your modernday nero continues overlook crimes you minions follow ,positive
boss any one had any credential being interrogator they would have found any one thing against modi not single thing against modi till date,positive
from west bengal and all wants now bjp will get great victory over heremodi need you because for nation comes first,positive
united nations just released new 2019 rankings for world happiness index drastic fall under 117 118 122 133 140 out total 153 ,positive
dont expect that modi will take action against the perpetrators cow and mob lynching infact silently supported those hate mongers,negative
seems more story gaddar than modi,positive
indias training drill for modis safety will leave you laughing and confused ,negative
was one the person who was responsible for bringing down bjp govt during vajpayis time wonder modi kept safe distance from these type opportunists,positive
don’ agree with your opinion modi still the most popular leader india and most people will vote for modiaap definitely facing the problem and desperate forge alliance with congress but people not forgotten when kejriwal was swearing his children,positive
this statistics good modis post demonization data,positive
indians are not used decisive professional govt with culture perform getting upa like govt like heading for disaster corruption maligning hindus modi the best bet for india until 2030 and then will see india among top economies the world,positive
this blatantly inaccurate and bias article about religious freedom india modi was exonerated all wrongdoing the gujarat uscirf dubious body without any representation indic religionsnonsense and hogwash ,negative
again again again much more time came modi india need,positive
the worst experience had lifethe passport officer bkc mumbai branch mrtd sharma soo unproffesional and doesnt even listen peoplehe thinks owes the government hope mrmodi should take someaction against such people,negative
chowkidar chor narendra modi its suitable for you,positive
the prime minister tweeted nirav modis parody account but you were attending the real nirav modis page party delhi what was that ,positive
top story 111 farmers from tamil nadu contest against modi varanasi cartoon for ,positive
bholi madam rahul gandhi not able convince people that modi comes back india ruined,negative
you showed your hypocrisy using modi here you could have tweeted directly khan but can understand you have maintain your chaplusi,positive
everyone india but that people feel disturb whose black earnings stopped modi dont give colour hindu muslim muslim community also happy with but painful you,negative
sir appears age has taken toll you earlier you were used place facts and logic your writings where now days only abuse for modi and his followers feel sorry for your readers including myself,negative
cenus 2021 also reson for need real count which only may possible modi raj ifmodi bjp missed this term then hindu will bigger loser than bjp this time give vote for cenus 2021 face hindu extinctions mass share this,positive
bjp struggles find candidates west bengal graffiti shows modi asking cow contest elections news ,negative
another leadership quality you can learn from modi his longterm thinking and visionary leadership style under modi’ administration the indian gdp grew tremendously and making the world’ fastestgrowing large economy rate higher than china,positive
modi government changed the lifestyle common man sat sharma via news india,negative
veiled attack bahujan samaj party supremo mayawati said some big players the opposition were fighting shy contesting elections ,negative
economic terms modi has vision making india global manufacturing hub introducing the “make india” initiative encourage foreign companies manufacture products the country,positive
please stop rumours opinion olls say otherwise being bjp supportet give negativity bjp supporters shut mouth and allow modi and amitshaw their rallies just watch them are not able motivate people vote for modi negativity poison,negative
all goes well 2024 god willing and 2029 definitely the india wouldn’ saddled with the problems mal governance during congress years and the going will easier for them than for narendra modi 20142024,positive
iss baar tmko harenge jarrur indian history will receive tremendous loss because are going vote for modi and for ravishankar sir,positive
under modi the armed forces have dangerously and unceremoniously been brought into public life has nothing been learned from pakistan’ history military dictatorship,negative
issuing boarding passes with photos them isnt this flouting election code conduct misuse office modi railway tickets with his photos too indira gandhi was disqualified for much less 1975 ,negative
now the bhakts will say thay even economic times lying like other ,positive
narendra modi should not mangle dignity chair mere salesmanship for his political goal candidacy ,negative
government which has done nothing for years criticizing whatever modi has done past years,negative
bedi its fine disagreeing with modi but make sure dont vote for the lie lama ,positive
“ important but equally important don’ ignore the for proud that not have criminal record opponent’ record rather colourful that the voice want south mumbai”  ,positive
motivating 1st time voters “ first vote for modi campaign” rohit ruwatia coconvener rajasthan bjp professional cell ,positive
bloody spreading the rumours the face his imminent defeat should tell the country what has modi done that makes him spread lies why doesnt answer why dividing people based religion for the muslim votes and his hate for hindus,negative
modi has gifted this new made india weapon forces enemies will have tough time now ,positive
dynasty versus merit the criteria this election modi should win with majority,positive
how narendra modi has almost killed the indian media via ,negative
interview local media various issues 2019 election rise failure modi government curb the black money ,negative
modi after election when you form the govt urge you enact law that grants safe return and citizenship all hindus pakistan please ,positive
telling you right now that modi will win 2019 but that doesnt mean everything end debate that means country going back many years but wont ustand that yeah let ,positive
who funds the 111 poor farmers who will contest against modi varanasi ,negative
but they will nvr forgot operation blue star khakistan will reality 2020 due modi fail diplomacy,negative
absolutely developmentlekin modi agar development karega bhi even den wnt appreciate dat coz brainwashed people lyk dhruv aakash banerjee kunal kamra etc etc,positive
2001 the bjp lost few state assembly seats the byelections due the allegations abuse power corruption and poor administration and the bjp sought new candidate for the chief ministership and modi was chosen replacement,negative
earlier this week akhtar also took twitter express shock see his name the credits the films trailer his name was mentioned among several other artistes the lyrics category ,negative
pointadvani thought will “this far further”but the business hate every tom dick harry becomes champion business reason tough climb difficult business hate easyfall precipitousdexterous hate players like modi yogi lurk everywhere ,negative
kashmiri pandit body thanks modi for banning jklf holding malik responsible for… ,positive
every indian must keep the spirit chowkidar alive within him says modi ,positive
maam spine shivering judgment death better than conversion our destiny,positive
’ absolutely true thease laws scrapped 2017 ,positive
year 2001 gujarat modi was offered the deputy chief minister bjp leader but rejected the offer saying was “going fully responsible for gujarat not all” was his decisiveness that made him the chief minister gujarat,positive
who gave nirav modi money surely same ppl will not chase him get him back use common sense,negative
wonderful our chowkidar shri narendra modi pride india every aspect every movement salute ,positive
modi bjp alone may nation believe army confirm bad them hence gave vague stt nation shah threat rahul snack anti democrat autocratic with majority full modi wanted sly appeal for development turn with full majority dictatorial def min stt alike sha,negative
will vote for him the name modi but otherwise isnt worth penny,positive
what why was quoting nirav modis account the first place stupid,negative
the person saying this also shouted modimodi first should hit first ,positive
she not minor islamic standards the rape major legal shariat,positive
answer what your review the song main bhi chowkidar released modi the behalf election campaign for upcoming lok sabha elections 2019 samavedula venkata rama sastry ,positive
how much did modi giving pension any state the country whihc bjp rule giving atleast these many members stop shit only 1520 given cnetral that too only for few not all first know that,positive
madam ‘ most basic ability salesmanshiphe has used the same the most clandestine way influence the common man sold him the dreams which will never come true now has openly shown his business card with salesmen written all capitals ,positive
stupid modi face was violation code what abt the name delhi airport bloody slave,negative
how many world leaders this surely modi making proud,positive
latest modi backers arrested bjp slams ‘gathbandhan goons’ the newshour debate ,positive
another news muslim family attacked hindutva mob last year aug muslim man was beaten and forced shave his beard you may not subscribe hindutva ideology but you support for modi you end strengthening his fascist policies ,negative
who after modi with amit shah’ nomination bjp sets succession plan for 2024 via thanks ,positive
with disrespect mind says modi for several internal reasons india but deep down heart always congress,negative
through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections republic world via thanks ,positive
this the spirit most ppl who support bjp are not blind fanboys obsessed with modi they back him when right and blast him when being silly politician perfect but modi far the best amongst the current crop,positive
and our eam has the audacity question pakistan forcible conversion shame her,positive
meanwhile doing wonderful campaign bringing real issues with hashtag ोीींु्ेेआइये all the poll promises modi and their reality are archived brilliantly watch this space ,positive
common hindu citizen modi after being told that modi hindoo hriday samrat will fight against corruption ,negative
breaking news jem chief masood azhar dead some modi bhakts spreading lies just for votes the demon still alive has killed genuinely not rumours,negative
lutyens falling all over this scamster intriguing they will finally make him say that modi failure raga gift the gods wait watch ,negative
pakistani tato modi gali deta shame illutriate person yeh gali mehboba agar bole koyi fer toh kya bolta first pakistani tato govt made with bjp that time was coma presently without brain,positive
why being hated all fake issues raised rafale balakot judge loya’ death bank loan waiver jnu issues evm gst demonetisation nirav modi mallya the issues economy every time tweet fakery manufactured issues sad ,negative
these feudal goons are frightened due modi with modi top all the corruptscriminalsblackmailers dalals have panicked and joined together stop modi who unstoppable,positive
social media lampoons modi’ evolution from chowkidar salesman ,positive
how modi government transformed indian railways lets have look the timeline via thanks ,positive
drag this jds mla the road guve him taste public justice and then should modi modi repeatedly even you dislike modi because who the hell stop people from having their personal choices elections ,negative
welcome bjp welcome modi ,positive
this great example modi nomic most wont understand prachar bhi kamai bhi yeh tshirt free mei toh nehai milte ppl are paying for promoting modi ,positive
despite the dumbness the headline not mention the source itself some seemingly educated people still share this stuff quench their antimodi thirst what time live ,positive
sir hamari pic dhyan dothis water supply are gettingu can’ even smell itbut forced use dis wash our vessel take bathit’ sewage watermodi bjp walo sajis haiwo apko kaam nahi karne denge but pls aap solve karo probgali ,negative
you mean anyone but modi ,negative
india’ rankings have nosedived under modi anticipated due greatness bjp,negative
like modi love letter ,positive
with pitroda tweet lohia blog modi shows how maximises social media polls via thanks ,positive
corrupt indians responsible for relative failure employeesjewellers builders neutralised the benefit demonetisation one cant blame modi for thatu cant stop vaccination against illnesses health workers not sincere their job,negative
yes aware you corrected yourselfstating her nationalitybut you know what you did there the implications are evident especially when the msn smear tactics followed about modi,positive
leaving aside for the time being the idiocy this statement show modi doing shirshasana ,negative
vajpayee era passe also did his best now modi era started are liking his style  ,positive
stopping the appeasement the name minority this the reason hating modi then god save give one reason why anyone should ans first place options masters are giving the country didnt see any vision doc from thughbhandan,positive
was free templatesbut making false claims and unnessecery noisemaybe just for publicity the name bjp modicheapness its peak ,negative
don’ have agree with everything modi says does but far the best person lead india need modi again,positive
modi visited mazar bahadur shah zafar myanmar and remembered his great contribution only writing what modi expressed,positive
these are actually running the country and govtnot modiits true color hindu terrorism,positive
hope you say its okay decision fight ameti confirmed would great relief support congress party all over india except delhi aap kejriwal should the fight against modi,positive
have nri friends who hate work with muslims refuse buy from shops run muslims cancel uber the driver has muslim name and purposefully give bad reviews screw them over you cannot put words the damage modi has done such hatred now normal,negative
your show more like astha programme where just god word replaced modi and bjp,positive
how many powerful top level politicians have ever been convicted any crime the indian courts the last yrs hardly the fact that criminals like modi and shah got away reminder how broken our criminal justice system ,positive
sir you ignore such people nobody cares are firmly with you modi,negative
don’ know logic not giving seat peteralphones only person who had created anti modi and pro rahul wave thro his relentless media debates almost daily basis for the past years this can checked with data’ ,negative
the election fix will narendra modi and rahul gandhi run the gauntlet south india via thanks ,positive
new post back modi for better governance security says shah ,positive
dont worry sir have created the entire mood for the common people that give vote modi and win from 400 seats ,positive
defeat modi from varanasi with lakh margin give india intelligent and learned kashi city gods varanasi worlds oldest city baar dont want feku from gujrat,positive
opposition wants defeat modi but they don’ have leader for says amit shah agra via thanks ,positive
are this kind attacks happening after modi got elected 2014 den wat will call attacks kashmiri pandits sikhs during emergency thousands dis kind attacks wer der before 2014 but dey never got highlighted modi forever,positive
unafraid modi bjp the rss only believe one principle that truth and here’ the unadulterated truth for you – youth karnataka wake – you are being robbed every day chowkidar narendra modi the man profiting anil ambani ,positive
india need able well behaved person like rahul gandhi not chowkidaar busy with anil ambani nirav modi and nawaz sharif birthday party,positive
sir whether one likes not opposition has made this election all about modi and losing the plot media too doing the same 2019 like 2014 has become election where voter are being forced decide chose modi not,negative
shah only there long modi reigns,negative
modi sahab doesnt need utter word retaliation those who have been barking bad about him his best revenge would his reelection power modi 2019,positive
hey bro its democracy and majority wants modi then all you can organize and make urself popular choice next elections till then respect the democracy and respect the and criticize basis merit simple that learn accept defeat with honor,positive
final days government adani project jharkhand becomes indias first power sector sez ,positive
the great modi trap ways congress has walked into via thanks ,positive
say thanks modi,positive
yes people are blindly putting chowdikar front his names and believing modi giving crore jobs year,negative
india prime minister2019 lok sabha elections bjp leaders including modi who bag important seats abp news ,positive
sir good afternune sir your party leaders and jds leadrs are critics pmo shri narander modi badly words and personal attackes correct sir ,positive
abe desh bechne achha hai tshirt becho and you are right this time also ppl will deliver they will again ealect  ,positive
2012 modi factor 2017 antiincombuccy many years saurashtra region voted heavily favor congress,positive
was given that chance post 2009 when bjp lost badly under his leadership was even then was adamant hold onto power even after 2013 nomination modi candidate writing wall was clear for him,negative
surely sir will spread this news much possible and also vote for modi ,positive
dont understand whats his problem with namo profession kunal you are comedian this joke pity being comedian statement and against modi shame its just showing better know are filthy piece shit and nothing more,negative
